candidate_id,pipeline_name,formula,candidate_reduced_formula,chemical_system,matched_to_sourceaware,formula_overlap_with_sourceaware,formula_sourceaware_row_count,formula_support_status,formula_sourceaware_mp_examples
CHGSCREEN-04697,CHGNet_screened_public_hull_top5000,ScZnPd2,ScZnPd2,Pd-Sc-Zn,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04698,CHGNet_screened_public_hull_top5000,EuSnAu2,EuSnAu2,Au-Eu-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-867138
CHGSCREEN-04699,CHGNet_screened_public_hull_top5000,SmZn2Ag,SmZn2Ag,Ag-Sm-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-867140
CHGSCREEN-04700,CHGNet_screened_public_hull_top5000,SmGa3,SmGa3,Ga-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-867143
CHGSCREEN-04701,CHGNet_screened_public_hull_top5000,CaMgHg2,CaMgHg2,Ca-Hg-Mg,True,True,1,exact_sourceaware_structure_label_match,mp-867144
CHGSCREEN-04702,CHGNet_screened_public_hull_top5000,LiCd2Au,LiCd2Au,Au-Cd-Li,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04703,CHGNet_screened_public_hull_top5000,LiGaPt2,LiGaPt2,Ga-Li-Pt,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04704,CHGNet_screened_public_hull_top5000,PrCdHg2,PrCdHg2,Cd-Hg-Pr,True,True,1,exact_sourceaware_structure_label_match,mp-867177
CHGSCREEN-04705,CHGNet_screened_public_hull_top5000,SrCdHg2,SrCdHg2,Cd-Hg-Sr,True,True,1,exact_sourceaware_structure_label_match,mp-867179
CHGSCREEN-04706,CHGNet_screened_public_hull_top5000,LiGa2Ni,LiGa2Ni,Ga-Li-Ni,True,True,1,exact_sourceaware_structure_label_match,mp-867223
CHGSCREEN-04707,CHGNet_screened_public_hull_top5000,CaNdCd2,CaNdCd2,Ca-Cd-Nd,True,True,1,exact_sourceaware_structure_label_match,mp-867224
CHGSCREEN-04708,CHGNet_screened_public_hull_top5000,Li3Pt,Li3Pt,Li-Pt,False,True,1,formula_only_overlap_no_label_assignment,mp-976322
CHGSCREEN-04709,CHGNet_screened_public_hull_top5000,Ce2AgPb,Ce2AgPb,Ag-Ce-Pb,True,True,1,exact_sourceaware_structure_label_match,mp-867239
CHGSCREEN-04710,CHGNet_screened_public_hull_top5000,TaAlFe2,TaAlFe2,Al-Fe-Ta,True,True,1,exact_sourceaware_structure_label_match,mp-867249
CHGSCREEN-04711,CHGNet_screened_public_hull_top5000,LiZn2Pd,LiZn2Pd,Li-Pd-Zn,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04712,CHGNet_screened_public_hull_top5000,LiZn2Pt,LiZn2Pt,Li-Pt-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-867251
CHGSCREEN-04713,CHGNet_screened_public_hull_top5000,LiZn2Ir,LiZn2Ir,Ir-Li-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-867253
CHGSCREEN-04714,CHGNet_screened_public_hull_top5000,TbTe,TbTe,Tb-Te,True,True,2,exact_sourceaware_structure_label_match,mp-1176;mp-867290
CHGSCREEN-04715,CHGNet_screened_public_hull_top5000,LiTmPd2,LiTmPd2,Li-Pd-Tm,True,True,1,exact_sourceaware_structure_label_match,mp-867364
CHGSCREEN-04716,CHGNet_screened_public_hull_top5000,ZrTiTe4,ZrTiTe4,Te-Ti-Zr,True,True,1,exact_sourceaware_structure_label_match,mp-8677
CHGSCREEN-04717,CHGNet_screened_public_hull_top5000,Sc2CuAu,Sc2CuAu,Au-Cu-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-867756
CHGSCREEN-04718,CHGNet_screened_public_hull_top5000,ScZnPt2,ScZnPt2,Pt-Sc-Zn,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04719,CHGNet_screened_public_hull_top5000,ScZnRh2,ScZnRh2,Rh-Sc-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-867769
CHGSCREEN-04720,CHGNet_screened_public_hull_top5000,TaCuRh2,TaCuRh2,Cu-Rh-Ta,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04721,CHGNet_screened_public_hull_top5000,Al2NiRu,Al2NiRu,Al-Ni-Ru,True,True,1,exact_sourceaware_structure_label_match,mp-867775
CHGSCREEN-04722,CHGNet_screened_public_hull_top5000,Ta2CrFe,Ta2CrFe,Cr-Fe-Ta,True,True,1,exact_sourceaware_structure_label_match,mp-867779
CHGSCREEN-04723,CHGNet_screened_public_hull_top5000,Al3Cr,Al3Cr,Al-Cr,True,True,1,exact_sourceaware_structure_label_match,mp-867780
CHGSCREEN-04724,CHGNet_screened_public_hull_top5000,TaTiRe2,TaTiRe2,Re-Ta-Ti,True,True,1,exact_sourceaware_structure_label_match,mp-867846
CHGSCREEN-04725,CHGNet_screened_public_hull_top5000,La2ZnRu,La2ZnRu,La-Ru-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-867847
CHGSCREEN-04726,CHGNet_screened_public_hull_top5000,LaMgCd2,LaMgCd2,Cd-La-Mg,True,True,1,exact_sourceaware_structure_label_match,mp-867848
CHGSCREEN-04727,CHGNet_screened_public_hull_top5000,ReRh3,ReRh3,Re-Rh,True,True,1,exact_sourceaware_structure_label_match,mp-867865
CHGSCREEN-04728,CHGNet_screened_public_hull_top5000,SmAl3,SmAl3,Al-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-867870
CHGSCREEN-04729,CHGNet_screened_public_hull_top5000,Sm2MgAl,Sm2MgAl,Al-Mg-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-867894
CHGSCREEN-04730,CHGNet_screened_public_hull_top5000,LiSiRh2,LiSiRh2,Li-Rh-Si,True,True,1,exact_sourceaware_structure_label_match,mp-867902
CHGSCREEN-04731,CHGNet_screened_public_hull_top5000,AlGeRu2,AlGeRu2,Al-Ge-Ru,True,True,1,exact_sourceaware_structure_label_match,mp-867904
CHGSCREEN-04732,CHGNet_screened_public_hull_top5000,LiHo2Ir,LiHo2Ir,Ho-Ir-Li,True,True,1,exact_sourceaware_structure_label_match,mp-867913
CHGSCREEN-04733,CHGNet_screened_public_hull_top5000,LaInAu2,LaInAu2,Au-In-La,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04734,CHGNet_screened_public_hull_top5000,K3Na(SeO4)2,K3Na(SeO4)2,K-Na-O-Se,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04735,CHGNet_screened_public_hull_top5000,ScBO3,ScBO3,B-O-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-8697
CHGSCREEN-04736,CHGNet_screened_public_hull_top5000,K2TeO3,K2TeO3,K-O-Te,True,True,1,exact_sourceaware_structure_label_match,mp-8724
CHGSCREEN-04737,CHGNet_screened_public_hull_top5000,La3Te4,La3Te4,La-Te,True,True,1,exact_sourceaware_structure_label_match,mp-879
CHGSCREEN-04738,CHGNet_screened_public_hull_top5000,RbNaS,RbNaS,Na-Rb-S,True,True,1,exact_sourceaware_structure_label_match,mp-8799
CHGSCREEN-04739,CHGNet_screened_public_hull_top5000,BaLa2PtO5,BaLa2PtO5,Ba-La-O-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-8809
CHGSCREEN-04740,CHGNet_screened_public_hull_top5000,KTiF4,KTiF4,F-K-Ti,True,True,2,exact_sourceaware_structure_label_match,mp-761873;mp-882700
CHGSCREEN-04741,CHGNet_screened_public_hull_top5000,TaFeTe3,TaFeTe3,Fe-Ta-Te,True,True,1,exact_sourceaware_structure_label_match,mp-8848
CHGSCREEN-04742,CHGNet_screened_public_hull_top5000,Dy2S3,Dy2S3,Dy-S,True,True,2,exact_sourceaware_structure_label_match,mp-1270;mp-8850
CHGSCREEN-04743,CHGNet_screened_public_hull_top5000,Li2FeO3,Li2FeO3,Fe-Li-O,True,True,2,exact_sourceaware_structure_label_match,mp-849695;mp-887724
CHGSCREEN-04744,CHGNet_screened_public_hull_top5000,GaP,GaP,Ga-P,True,True,1,exact_sourceaware_structure_label_match,mp-8882
CHGSCREEN-04745,CHGNet_screened_public_hull_top5000,Cs(SbS2)2,Cs(SbS2)2,Cs-S-Sb,True,True,1,exact_sourceaware_structure_label_match,mp-8890
CHGSCREEN-04746,CHGNet_screened_public_hull_top5000,NdIr2,NdIr2,Ir-Nd,True,True,1,exact_sourceaware_structure_label_match,mp-890
CHGSCREEN-04747,CHGNet_screened_public_hull_top5000,Rb2VAgS4,Rb2VAgS4,Ag-Rb-S-V,True,True,1,exact_sourceaware_structure_label_match,mp-8901
CHGSCREEN-04748,CHGNet_screened_public_hull_top5000,RuO2,RuO2,O-Ru,True,True,2,exact_sourceaware_structure_label_match,mp-825;mp-8909
CHGSCREEN-04749,CHGNet_screened_public_hull_top5000,Cd(SbO3)2,Cd(SbO3)2,Cd-O-Sb,True,True,1,exact_sourceaware_structure_label_match,mp-8922
CHGSCREEN-04750,CHGNet_screened_public_hull_top5000,K2GeAs2,K2GeAs2,As-Ge-K,True,True,1,exact_sourceaware_structure_label_match,mp-8930
CHGSCREEN-04751,CHGNet_screened_public_hull_top5000,Cs2SiP2,Cs2SiP2,Cs-P-Si,True,True,1,exact_sourceaware_structure_label_match,mp-8932
CHGSCREEN-04752,CHGNet_screened_public_hull_top5000,SnSe,SnSe,Se-Sn,False,True,1,formula_only_overlap_no_label_assignment,mp-628773
CHGSCREEN-04753,CHGNet_screened_public_hull_top5000,YSnF7,YSnF7,F-Sn-Y,True,True,1,exact_sourceaware_structure_label_match,mp-8945
CHGSCREEN-04754,CHGNet_screened_public_hull_top5000,YbAsPd,YbAsPd,As-Pd-Yb,True,True,1,exact_sourceaware_structure_label_match,mp-8953
CHGSCREEN-04755,CHGNet_screened_public_hull_top5000,Cs2HgF4,Cs2HgF4,Cs-F-Hg,True,True,1,exact_sourceaware_structure_label_match,mp-8963
CHGSCREEN-04756,CHGNet_screened_public_hull_top5000,CaSiPt,CaSiPt,Ca-Pt-Si,False,True,2,formula_only_overlap_no_label_assignment,mp-4478;mp-8982
CHGSCREEN-04757,CHGNet_screened_public_hull_top5000,Sm2S2O,Sm2S2O,O-S-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-8993
CHGSCREEN-04758,CHGNet_screened_public_hull_top5000,ScSiAu,ScSiAu,Au-Sc-Si,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04759,CHGNet_screened_public_hull_top5000,CsPrS2,CsPrS2,Cs-Pr-S,True,True,2,exact_sourceaware_structure_label_match,mp-9037;mp-9080
CHGSCREEN-04760,CHGNet_screened_public_hull_top5000,RbBS3,RbBS3,B-Rb-S,True,True,1,exact_sourceaware_structure_label_match,mp-9047
CHGSCREEN-04761,CHGNet_screened_public_hull_top5000,RbSe,RbSe,Rb-Se,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04762,CHGNet_screened_public_hull_top5000,CsPrS2,CsPrS2,Cs-Pr-S,True,True,2,exact_sourceaware_structure_label_match,mp-9037;mp-9080
CHGSCREEN-04763,CHGNet_screened_public_hull_top5000,LiAsF6,LiAsF6,As-F-Li,True,True,1,exact_sourceaware_structure_label_match,mp-9144
CHGSCREEN-04764,CHGNet_screened_public_hull_top5000,Rb2SnSe3,Rb2SnSe3,Rb-Se-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-9145
CHGSCREEN-04765,CHGNet_screened_public_hull_top5000,SrCN2,SrCN2,C-N-Sr,True,True,2,exact_sourceaware_structure_label_match,mp-12317;mp-9167
CHGSCREEN-04766,CHGNet_screened_public_hull_top5000,CdSe2O5,CdSe2O5,Cd-O-Se,True,True,1,exact_sourceaware_structure_label_match,mp-9178
CHGSCREEN-04767,CHGNet_screened_public_hull_top5000,K3AuO,K3AuO,Au-K-O,True,True,1,exact_sourceaware_structure_label_match,mp-9200
CHGSCREEN-04768,CHGNet_screened_public_hull_top5000,KSeO2F,KSeO2F,F-K-O-Se,True,True,1,exact_sourceaware_structure_label_match,mp-9205
CHGSCREEN-04769,CHGNet_screened_public_hull_top5000,LaB2Pt2C,LaB2Pt2C,B-C-La-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-9219
CHGSCREEN-04770,CHGNet_screened_public_hull_top5000,HoCoC2,HoCoC2,C-Co-Ho,True,True,1,exact_sourceaware_structure_label_match,mp-9241
CHGSCREEN-04771,CHGNet_screened_public_hull_top5000,HfNiSn,HfNiSn,Hf-Ni-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-924128
CHGSCREEN-04772,CHGNet_screened_public_hull_top5000,HgS,HgS,Hg-S,True,True,3,exact_sourceaware_structure_label_match,mp-1123;mp-9252;mp-973676
CHGSCREEN-04773,CHGNet_screened_public_hull_top5000,Ba2Mg(BO3)2,Ba2Mg(BO3)2,B-Ba-Mg-O,True,True,1,exact_sourceaware_structure_label_match,mp-9259
CHGSCREEN-04774,CHGNet_screened_public_hull_top5000,KSe,KSe,K-Se,True,True,1,exact_sourceaware_structure_label_match,mp-9268
CHGSCREEN-04775,CHGNet_screened_public_hull_top5000,Sr(AuO2)2,Sr(AuO2)2,Au-O-Sr,True,True,1,exact_sourceaware_structure_label_match,mp-9298
CHGSCREEN-04776,CHGNet_screened_public_hull_top5000,CdPS3,CdPS3,Cd-P-S,True,True,2,exact_sourceaware_structure_label_match,mp-5328;mp-9330
CHGSCREEN-04777,CHGNet_screened_public_hull_top5000,NbP,NbP,Nb-P,True,True,1,exact_sourceaware_structure_label_match,mp-9339
CHGSCREEN-04778,CHGNet_screened_public_hull_top5000,RbSmS2,RbSmS2,Rb-S-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-9364
CHGSCREEN-04779,CHGNet_screened_public_hull_top5000,HoAgSe2,HoAgSe2,Ag-Ho-Se,True,True,3,exact_sourceaware_structure_label_match,mp-1079429;mp-675376;mp-936760
CHGSCREEN-04780,CHGNet_screened_public_hull_top5000,RbAu3Se2,RbAu3Se2,Au-Rb-Se,True,True,1,exact_sourceaware_structure_label_match,mp-9385
CHGSCREEN-04781,CHGNet_screened_public_hull_top5000,SmTe3,SmTe3,Sm-Te,True,True,1,exact_sourceaware_structure_label_match,mp-9399
CHGSCREEN-04782,CHGNet_screened_public_hull_top5000,GdN,GdN,Gd-N,True,True,1,exact_sourceaware_structure_label_match,mp-940
CHGSCREEN-04783,CHGNet_screened_public_hull_top5000,CeAlSi2,CeAlSi2,Al-Ce-Si,True,True,1,exact_sourceaware_structure_label_match,mp-9400
CHGSCREEN-04784,CHGNet_screened_public_hull_top5000,K3SeO4F,K3SeO4F,F-K-O-Se,True,True,1,exact_sourceaware_structure_label_match,mp-9405
CHGSCREEN-04785,CHGNet_screened_public_hull_top5000,Co3S4,Co3S4,Co-S,True,True,1,exact_sourceaware_structure_label_match,mp-943
CHGSCREEN-04786,CHGNet_screened_public_hull_top5000,Ba(NiP)2,Ba(NiP)2,Ba-Ni-P,True,True,1,exact_sourceaware_structure_label_match,mp-9473
CHGSCREEN-04787,CHGNet_screened_public_hull_top5000,Sr,Sr,Sr,False,True,3,formula_only_overlap_no_label_assignment,mp-1187073;mp-139;mp-867202
CHGSCREEN-04788,CHGNet_screened_public_hull_top5000,MoPt2,MoPt2,Mo-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-952
CHGSCREEN-04789,CHGNet_screened_public_hull_top5000,Ca(CdP)2,Ca(CdP)2,Ca-Cd-P,True,True,1,exact_sourceaware_structure_label_match,mp-9570
CHGSCREEN-04790,CHGNet_screened_public_hull_top5000,TaMoN,TaMoN,Mo-N-Ta,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04791,CHGNet_screened_public_hull_top5000,AlAgO2,AlAgO2,Ag-Al-O,True,True,3,exact_sourceaware_structure_label_match,mp-1096824;mp-11794;mp-9631
CHGSCREEN-04792,CHGNet_screened_public_hull_top5000,CsSbF6,CsSbF6,Cs-F-Sb,True,True,1,exact_sourceaware_structure_label_match,mp-9636
CHGSCREEN-04793,CHGNet_screened_public_hull_top5000,Na4SnO4,Na4SnO4,Na-O-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-9655
CHGSCREEN-04794,CHGNet_screened_public_hull_top5000,Cs5Tl11Cd2,Cs5Tl11Cd2,Cd-Cs-Tl,True,True,1,exact_sourceaware_structure_label_match,mp-966740
CHGSCREEN-04795,CHGNet_screened_public_hull_top5000,Cs6GaSb3,Cs6GaSb3,Cs-Ga-Sb,True,True,1,exact_sourceaware_structure_label_match,mp-9697
CHGSCREEN-04796,CHGNet_screened_public_hull_top5000,Ba3BPO3,Ba3BPO3,B-Ba-O-P,True,True,1,exact_sourceaware_structure_label_match,mp-9712
CHGSCREEN-04797,CHGNet_screened_public_hull_top5000,Na3Ni2SbO6,Na3Ni2SbO6,Na-Ni-O-Sb,True,True,1,exact_sourceaware_structure_label_match,mp-971678
CHGSCREEN-04798,CHGNet_screened_public_hull_top5000,YbNdCd2,YbNdCd2,Cd-Nd-Yb,True,True,1,exact_sourceaware_structure_label_match,mp-971702
CHGSCREEN-04799,CHGNet_screened_public_hull_top5000,YMg3,YMg3,Mg-Y,False,True,2,formula_only_overlap_no_label_assignment,mp-1100166;mp-865376
CHGSCREEN-04800,CHGNet_screened_public_hull_top5000,YLuIn2,YLuIn2,In-Lu-Y,True,True,1,exact_sourceaware_structure_label_match,mp-971819
CHGSCREEN-04801,CHGNet_screened_public_hull_top5000,Zn2NiIr,Zn2NiIr,Ir-Ni-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-971836
CHGSCREEN-04802,CHGNet_screened_public_hull_top5000,SrSiPt,SrSiPt,Pt-Si-Sr,True,True,1,exact_sourceaware_structure_label_match,mp-971914
CHGSCREEN-04803,CHGNet_screened_public_hull_top5000,Tm3Pb,Tm3Pb,Pb-Tm,True,True,1,exact_sourceaware_structure_label_match,mp-971957
CHGSCREEN-04804,CHGNet_screened_public_hull_top5000,Zr3Zn,Zr3Zn,Zn-Zr,True,True,1,exact_sourceaware_structure_label_match,mp-972088
CHGSCREEN-04805,CHGNet_screened_public_hull_top5000,SrTeO3,SrTeO3,O-Sr-Te,True,True,1,exact_sourceaware_structure_label_match,mp-972117
CHGSCREEN-04806,CHGNet_screened_public_hull_top5000,TbY3,TbY3,Tb-Y,True,True,2,exact_sourceaware_structure_label_match,mp-972156;mp-972170
CHGSCREEN-04807,CHGNet_screened_public_hull_top5000,Sr2SmSbO6,Sr2SmSbO6,O-Sb-Sm-Sr,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04808,CHGNet_screened_public_hull_top5000,Sr4Li(BN2)3,Sr4Li(BN2)3,B-Li-N-Sr,True,True,1,exact_sourceaware_structure_label_match,mp-9723
CHGSCREEN-04809,CHGNet_screened_public_hull_top5000,TbGa2Pd,TbGa2Pd,Ga-Pd-Tb,True,True,1,exact_sourceaware_structure_label_match,mp-972423
CHGSCREEN-04810,CHGNet_screened_public_hull_top5000,Sm3Ho,Sm3Ho,Ho-Sm,True,True,3,exact_sourceaware_structure_label_match,mp-972471;mp-978949;mp-979899
CHGSCREEN-04811,CHGNet_screened_public_hull_top5000,Sm3Dy,Sm3Dy,Dy-Sm,True,True,3,exact_sourceaware_structure_label_match,mp-972502;mp-978906;mp-979355
CHGSCREEN-04812,CHGNet_screened_public_hull_top5000,SmTmRh2,SmTmRh2,Rh-Sm-Tm,True,True,1,exact_sourceaware_structure_label_match,mp-972510
CHGSCREEN-04813,CHGNet_screened_public_hull_top5000,Sm2AgSn,Sm2AgSn,Ag-Sm-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-972511
CHGSCREEN-04814,CHGNet_screened_public_hull_top5000,SmSnRh2,SmSnRh2,Rh-Sm-Sn,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04815,CHGNet_screened_public_hull_top5000,SmAg3,SmAg3,Ag-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-972557
CHGSCREEN-04816,CHGNet_screened_public_hull_top5000,Sm2PdRh,Sm2PdRh,Pd-Rh-Sm,True,True,1,exact_sourceaware_structure_label_match,mp-972572
CHGSCREEN-04817,CHGNet_screened_public_hull_top5000,Sc2AlIr,Sc2AlIr,Al-Ir-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-972877
CHGSCREEN-04818,CHGNet_screened_public_hull_top5000,Sc2GaIr,Sc2GaIr,Ga-Ir-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-972899
CHGSCREEN-04819,CHGNet_screened_public_hull_top5000,K,K,K,False,True,4,formula_only_overlap_no_label_assignment,mp-1080043;mp-1184764;mp-1184808;mp-1184905
CHGSCREEN-04820,CHGNet_screened_public_hull_top5000,LiLu2Al,LiLu2Al,Al-Li-Lu,True,True,1,exact_sourceaware_structure_label_match,mp-973058
CHGSCREEN-04821,CHGNet_screened_public_hull_top5000,ScGeRh2,ScGeRh2,Ge-Rh-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-973066
CHGSCREEN-04822,CHGNet_screened_public_hull_top5000,Mg2SnO4,Mg2SnO4,Mg-O-Sn,True,True,3,exact_sourceaware_structure_label_match,mp-34022;mp-755856;mp-973261
CHGSCREEN-04823,CHGNet_screened_public_hull_top5000,MgIn3,MgIn3,In-Mg,True,True,4,exact_sourceaware_structure_label_match,mp-1185630;mp-20566;mp-973308;mp-973320
CHGSCREEN-04824,CHGNet_screened_public_hull_top5000,Li2MgGe,Li2MgGe,Ge-Li-Mg,True,True,2,exact_sourceaware_structure_label_match,mp-1222651;mp-973325
CHGSCREEN-04825,CHGNet_screened_public_hull_top5000,LiMg2,LiMg2,Li-Mg,True,True,10,exact_sourceaware_structure_label_match,mp-1094156;mp-1094559;mp-1094574;mp-1094581;mp-1094587
CHGSCREEN-04826,CHGNet_screened_public_hull_top5000,Lu2RuAu,Lu2RuAu,Au-Lu-Ru,True,True,1,exact_sourceaware_structure_label_match,mp-973414
CHGSCREEN-04827,CHGNet_screened_public_hull_top5000,LuScRu2,LuScRu2,Lu-Ru-Sc,True,True,1,exact_sourceaware_structure_label_match,mp-973433
CHGSCREEN-04828,CHGNet_screened_public_hull_top5000,Lu(AlC)3,Lu(AlC)3,Al-C-Lu,True,True,1,exact_sourceaware_structure_label_match,mp-973586
CHGSCREEN-04829,CHGNet_screened_public_hull_top5000,Lu2ZnIn,Lu2ZnIn,In-Lu-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-973635
CHGSCREEN-04830,CHGNet_screened_public_hull_top5000,Lu2ZnAg,Lu2ZnAg,Ag-Lu-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-973653
CHGSCREEN-04831,CHGNet_screened_public_hull_top5000,HgS,HgS,Hg-S,True,True,3,exact_sourceaware_structure_label_match,mp-1123;mp-9252;mp-973676
CHGSCREEN-04832,CHGNet_screened_public_hull_top5000,Lu2InHg,Lu2InHg,Hg-In-Lu,True,True,1,exact_sourceaware_structure_label_match,mp-973734
CHGSCREEN-04833,CHGNet_screened_public_hull_top5000,LiHoPd2,LiHoPd2,Ho-Li-Pd,True,True,1,exact_sourceaware_structure_label_match,mp-973831
CHGSCREEN-04834,CHGNet_screened_public_hull_top5000,HoGa3,HoGa3,Ga-Ho,True,True,4,exact_sourceaware_structure_label_match,mp-1188285;mp-2688;mp-973850;mp-982557
CHGSCREEN-04835,CHGNet_screened_public_hull_top5000,LiLa2Al,LiLa2Al,Al-La-Li,True,True,1,exact_sourceaware_structure_label_match,mp-973874
CHGSCREEN-04836,CHGNet_screened_public_hull_top5000,Lu2PdRh,Lu2PdRh,Lu-Pd-Rh,True,True,1,exact_sourceaware_structure_label_match,mp-973882
CHGSCREEN-04837,CHGNet_screened_public_hull_top5000,La2ZnAg,La2ZnAg,Ag-La-Zn,True,True,1,exact_sourceaware_structure_label_match,mp-973957
CHGSCREEN-04838,CHGNet_screened_public_hull_top5000,NiPd3,NiPd3,Ni-Pd,True,True,1,exact_sourceaware_structure_label_match,mp-973983
CHGSCREEN-04839,CHGNet_screened_public_hull_top5000,Ho3Mg,Ho3Mg,Ho-Mg,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04840,CHGNet_screened_public_hull_top5000,Mn2S3,Mn2S3,Mn-S,True,True,1,exact_sourceaware_structure_label_match,mp-974355
CHGSCREEN-04841,CHGNet_screened_public_hull_top5000,Ir3Ru,Ir3Ru,Ir-Ru,True,True,1,exact_sourceaware_structure_label_match,mp-974358
CHGSCREEN-04842,CHGNet_screened_public_hull_top5000,Rb2MgH4,Rb2MgH4,H-Mg-Rb,True,True,1,exact_sourceaware_structure_label_match,mp-974586
CHGSCREEN-04843,CHGNet_screened_public_hull_top5000,K3Tl,K3Tl,K-Tl,True,True,3,exact_sourceaware_structure_label_match,mp-1185120;mp-974627;mp-974641
CHGSCREEN-04844,CHGNet_screened_public_hull_top5000,LiAg2Pb,LiAg2Pb,Ag-Li-Pb,True,True,1,exact_sourceaware_structure_label_match,mp-974642
CHGSCREEN-04845,CHGNet_screened_public_hull_top5000,MnCu3,MnCu3,Cu-Mn,True,True,1,exact_sourceaware_structure_label_match,mp-974747
CHGSCREEN-04846,CHGNet_screened_public_hull_top5000,NdY3,NdY3,Nd-Y,True,True,3,exact_sourceaware_structure_label_match,mp-1186340;mp-974865;mp-974925
CHGSCREEN-04847,CHGNet_screened_public_hull_top5000,MnZn3,MnZn3,Mn-Zn,True,True,3,exact_sourceaware_structure_label_match,mp-11504;mp-1221532;mp-975079
CHGSCREEN-04848,CHGNet_screened_public_hull_top5000,NdLuMg2,NdLuMg2,Lu-Mg-Nd,True,True,1,exact_sourceaware_structure_label_match,mp-975515
CHGSCREEN-04849,CHGNet_screened_public_hull_top5000,Pr3(CuSn)4,Pr3(CuSn)4,Cu-Pr-Sn,True,True,1,exact_sourceaware_structure_label_match,mp-975640
CHGSCREEN-04850,CHGNet_screened_public_hull_top5000,Pr2NiIr,Pr2NiIr,Ir-Ni-Pr,True,True,1,exact_sourceaware_structure_label_match,mp-975656
CHGSCREEN-04851,CHGNet_screened_public_hull_top5000,Nd(Ge3Pt)4,Nd(Ge3Pt)4,Ge-Nd-Pt,True,True,1,exact_sourceaware_structure_label_match,mp-975665
CHGSCREEN-04852,CHGNet_screened_public_hull_top5000,PrY3,PrY3,Pr-Y,True,True,2,exact_sourceaware_structure_label_match,mp-1186784;mp-975784
CHGSCREEN-04853,CHGNet_screened_public_hull_top5000,Li3Al,Li3Al,Al-Li,True,True,1,exact_sourceaware_structure_label_match,mp-975868
CHGSCREEN-04854,CHGNet_screened_public_hull_top5000,PrNdTl2,PrNdTl2,Nd-Pr-Tl,False,False,0,no_formula_overlap_no_label_assignment,
CHGSCREEN-04855,CHGNet_screened_public_hull_top5000,LiAl3,LiAl3,Al-Li,True,True,2,exact_sourceaware_structure_label_match,mp-10890;mp-975906
CHGSCREEN-04856,CHGNet_screened_public_hull_top5000,LiAu3,LiAu3,Au-Li,True,True,3,exact_sourceaware_structure_label_match,mp-11248;mp-1185333;mp-975909
CHGSCREEN-04857,CHGNet_screened_public_hull_top5000,PrSmTl2,PrSmTl2,Pr-Sm-Tl,True,True,1,exact_sourceaware_structure_label_match,mp-975920
CHGSCREEN-04858,CHGNet_screened_public_hull_top5000,BaTb2PdO5,BaTb2PdO5,Ba-O-Pd-Tb,True,True,1,exact_sourceaware_structure_label_match,mp-9760
CHGSCREEN-04859,CHGNet_screened_public_hull_top5000,Ho6CoTe2,Ho6CoTe2,Co-Ho-Te,True,True,1,exact_sourceaware_structure_label_match,mp-976064
CHGSCREEN-04860,CHGNet_screened_public_hull_top5000,NaCaTl2,NaCaTl2,Ca-Na-Tl,True,True,1,exact_sourceaware_structure_label_match,mp-976236
